timestamp,gx,gy,gz
1726357282.886829,49.07,65.73,-109.56
1726357302.4293983,-137.21,-82.76,168.76
1726357210.5871954,397.58,-193.85,-352.72
1726357366.6108782,-7.02,-7.45,43.09
1726357171.2608397,13.85,-93.2,248.47
1726357116.7815788,-282.71,451.6,222.78
1726357274.384705,-24.05,-13.0,-117.25
1726357224.492352,27.71,152.1,-17.46
1726357340.3741975,346.01,72.08,303.34
1726357102.2096732,-114.56,-315.12,204.22
1726357104.727954,43.03,266.11,-307.13
1726357402.0214314,-77.15,-71.96,317.99
1726357280.4240308,-214.36,65.92,32.65
1726357202.8497674,123.72,646.55,-124.94
1726357236.3437417,194.89,-372.56,-189.76
1726357484.193749,-114.87,-84.66,422.24
1726357361.2629569,127.93,-471.07,345.21
1726357277.0184505,39.67,-134.52,-4.09
1726357047.5843666,359.19,512.57,-50.29
1726357155.6318789,3.3,-32.59,181.82
1726357328.486238,-89.42,-128.11,53.41
1726357224.2452304,-124.82,151.12,303.1
1726357394.9323635,12.51,-243.29,120.42
1726357385.5931106,-7.57,-195.43,50.42
1726357084.2007685,268.86,444.82,-281.8
1726357122.6405993,65.92,-207.82,-487.61
1726357213.919283,-340.33,540.22,261.54
1726357510.4631813,0.12,-0.43,-1.04
1726357160.9991224,-18.74,270.69,224.06
1726356996.3230214,9.58,3.42,-3.66
1726357188.9545388,470.83,-194.21,105.47
1726357112.0766473,345.89,-575.07,-553.77
1726357503.216401,0.0,-1.95,-1.95
1726357308.428278,-28.38,186.04,-7.39
1726357360.744572,97.72,-102.78,126.83
1726357195.5999272,96.31,472.41,-159.0
1726357048.629431,-388.73,-316.59,-543.46
1726357119.294522,-302.92,-307.43,515.75
1726357215.3977687,-55.42,304.32,230.71
1726357018.2999058,-73.79,-97.47,39.61
1726356870.5260155,90.03,-277.16,270.87
1726357212.1443083,-45.96,72.39,428.34
1726357039.830149,6.65,-57.68,-516.91
1726357271.0805752,-313.42,214.23,304.14
1726357174.6912053,-33.69,72.2,-13.92
1726357295.393443,121.95,-8.73,-133.73
1726357468.403303,16.72,-37.17,-37.66
1726357329.6886673,446.41,-80.14,-238.89
1726357138.4994228,121.52,-185.79,-510.56
1726357009.5409322,100.16,10.44,184.75
1726357428.9446626,-21.36,441.59,-28.63
1726357194.6423368,54.69,280.7,-499.69
1726357224.9975734,15.26,-333.13,-225.22
1726357174.217163,-41.93,-231.81,-108.34
1726357074.3802154,-684.33,-268.74,727.54
1726357173.208849,-98.94,41.14,-225.22
1726357344.1318622,-349.67,110.84,410.16
1726357395.4422317,-4.94,285.77,-208.44
1726357100.605708,232.73,-571.23,-385.44
1726357001.0113654,-0.12,0.0,-0.24
1726357185.19954,144.9,-227.66,327.09
1726356852.1729174,1.1,-0.12,-0.06
1726356870.798684,-431.82,-280.09,93.93
1726357463.673131,18.55,-46.02,54.26
1726357146.4049728,279.91,-219.85,-385.62
1726357444.0504649,0.61,-4.09,0.61
1726357140.4296784,240.48,-419.37,-293.7
1726357263.5414,422.0,714.97,9.58
1726357333.4164114,-543.09,-429.63,443.48
1726356854.5895965,-4.27,-0.98,-1.65
1726357356.430945,121.03,-15.08,-122.19
1726356859.1848016,0.0,-0.37,0.18
1726357362.4900074,-111.88,-251.53,-270.26
1726357406.583911,19.71,-25.02,-414.55
1726357440.527589,0.73,-3.05,-1.71
1726357221.2101452,-210.33,535.28,-106.14
1726357082.1533933,154.54,179.63,-535.89
1726357210.822249,63.9,-448.97,-491.82
1726357038.0791252,-243.71,-3.85,-27.59
1726357163.1555076,76.17,-147.16,113.1
1726357281.4201791,80.14,558.9,384.64
1726357115.0366876,-569.82,-21.12,706.91
1726357434.1179605,15.2,23.38,242.37
1726357049.37329,82.64,-312.44,712.59
1726357116.5447896,-72.88,-68.24,-362.98
1726357204.929031,122.68,-523.44,93.38
1726357267.3262124,-79.28,218.32,-307.86
1726357041.54923,-557.37,-695.13,-77.03
1726357433.8531754,206.48,-98.08,-66.83
1726357116.0583968,503.36,65.92,-683.53
1726357480.9136813,273.13,529.11,393.62
1726357312.6751032,-15.93,15.81,130.0
1726357164.6259544,186.71,-120.12,236.08
1726357155.400256,-309.02,-70.07,454.1
1726357472.174194,-119.51,-108.22,9.22
1726357011.130664,-177.73,-96.98,13.06
1726357432.1356714,128.05,-74.58,-6.65
1726357245.582482,114.32,-187.99,-391.24
1726357111.062143,-24.05,-383.61,613.65
1726357447.1668775,0.06,0.79,0.12
1726357376.1049974,-107.79,38.15,376.4
1726357419.939504,18.86,137.15,-131.77
1726357090.8779693,-35.95,-58.72,-450.32
1726357165.86857,264.1,-23.44,-277.47
1726357465.889789,-27.65,-7.87,44.92
1726357230.1715925,-26.61,-288.51,-206.48
1726357454.089722,-354.31,484.01,-226.26
1726357030.540266,-558.41,-160.95,1062.44
1726357216.901147,335.51,-463.56,-286.32
1726357317.1312118,-18.25,-28.26,-54.93
1726357510.2242875,-1.04,0.12,-0.43
1726357051.8614388,259.95,393.62,-490.17
1726357258.495487,255.92,-556.34,-257.32
1726357162.437046,-2.81,258.73,-153.87
1726357059.9133656,312.26,177.92,321.29
1726357420.4374828,-20.08,-9.83,13.49
1726357081.3838167,-598.21,-198.24,715.27
1726357370.1627314,-253.11,775.94,106.38
1726357118.7769356,-99.61,405.76,253.23
1726357460.997934,-42.91,-59.69,31.13
1726357056.37717,216.25,-411.25,-398.93
1726357182.4155748,373.9,-164.73,-316.53
1726357459.100651,-63.29,318.12,-523.68
1726357497.8548982,15.26,-35.16,-19.41
1726356884.966587,518.25,-427.92,354.86
1726357107.923492,-182.74,163.33,-256.04
1726357405.323405,-170.29,-39.67,162.48
1726356871.9044757,256.1,-18.31,-631.04
1726357180.3926127,-11.72,179.26,263.49
1726357220.4002266,413.57,-439.03,-314.94
1726357442.5219502,0.24,2.2,2.44
1726357473.6131191,136.05,163.15,-12.15
1726357233.3672895,-109.01,336.06,395.75
1726357365.8729286,-56.21,39.61,-3.23
1726357403.554817,-137.21,203.06,223.08
1726357207.7090726,101.2,17.27,538.27
1726357473.1260188,1.34,-55.73,43.76
1726357299.3630896,-56.88,-118.9,-243.77
1726357505.6245606,1.53,0.18,-1.28
1726357138.9829824,-275.88,211.06,803.16
1726356872.1606798,-270.87,-135.62,-684.69
1726357236.5949671,57.13,-113.16,-176.64
1726357201.3150656,63.54,-156.31,348.45
1726357128.7468555,-396.12,322.88,-210.45
1726357257.5002165,151.0,-177.67,509.89
1726357363.561258,-119.14,-297.06,31.37
1726357278.7142594,0.49,317.2,154.6
1726357151.4647417,265.08,-302.31,-779.36
1726357304.941938,104.49,172.61,65.19
1726357229.4403822,-215.21,184.81,51.15
1726356843.4437263,-0.85,-0.49,-0.06
1726357025.69497,-219.42,637.94,249.51
1726357311.146304,-31.01,-59.69,295.35
1726357310.8901525,-72.2,-119.38,207.28
1726356847.3569596,0.31,-0.31,0.0
1726357217.6654642,-531.19,300.42,461.85
1726357195.3673916,0.61,99.91,349.85
1726357245.836353,329.28,-366.82,-284.24
1726357077.0371296,-60.49,-293.46,620.91
1726357095.07557,191.28,333.31,-244.75
1726357282.6278408,34.97,-196.9,-119.08
1726357088.153359,84.53,-19.84,245.36
1726357322.6460853,29.66,-51.09,746.52
1726357367.822532,16.36,435.55,-126.65
1726357213.3941245,0.85,-91.13,-90.64
1726356857.008277,1.4,-0.37,0.98
1726357390.522719,-2.87,-394.78,-42.97
1726357469.9208255,-34.36,-86.61,61.52
1726357191.777733,-34.85,85.57,279.17
1726357212.6522028,363.04,151.98,-470.52
1726357395.1936553,5.25,49.56,-59.45
1726357479.8760018,-25.82,-135.19,-63.11
1726357304.416735,75.5,45.23,-35.77
1726357391.9823902,-221.31,588.26,397.03
1726356829.083877,-0.24,-0.37,0.06
1726357092.311926,1.16,-87.22,443.12
1726357347.35611,261.17,-677.98,217.1
1726357344.8673604,-276.12,193.85,63.11
1726356883.2174098,625.61,886.29,212.77
1726357375.138703,-16.97,-349.37,-111.08
1726357088.3994312,133.61,261.84,-253.85
1726357410.3814278,155.52,312.56,-68.42
1726357078.0600553,147.71,-496.4,-512.88
1726357489.8204334,77.64,140.62,-304.87
1726357226.9413767,-249.21,153.26,365.11
1726357508.0498695,-0.67,-1.95,1.1
1726357129.2246952,-274.9,-394.17,540.53
1726357292.9556172,-116.88,-42.18,-147.64
1726357346.6122136,-145.39,879.15,-17.82
1726357066.7804868,-109.99,-116.88,-301.57
1726357250.495543,-40.59,36.07,-71.59
1726357327.671682,147.83,23.32,-67.75
1726357167.8289847,4.09,122.19,52.12
1726357191.265468,360.53,-181.46,-341.55
1726357470.165233,-56.09,4.52,26.0
1726357410.8443165,-58.17,251.1,-354.19
1726357034.366378,-664.73,-857.12,15.38
1726357184.9411776,140.75,-11.29,-311.4
1726357400.550587,-111.82,377.99,-192.99
1726357119.7892709,34.79,251.65,-197.57
1726357087.4286084,-155.7,461.55,-11.05
1726357018.6452043,88.44,-101.75,4.64
1726357318.32851,-153.08,-86.06,72.69
1726357114.5129302,-220.09,-29.3,-378.3
1726357037.1030712,-1038.27,-648.32,-626.77
1726357272.6306734,82.58,-526.49,544.19
1726357013.4939597,-77.33,-5.19,60.91
1726357019.4579382,-418.46,-349.55,-41.08
1726357034.9167032,-526.25,329.83,1192.75
1726357076.0458417,238.4,-198.61,-583.86
1726357085.448739,-498.29,617.68,177.61
1726356870.2607667,182.68,-119.2,478.58
1726357235.5806427,-132.45,149.05,246.64
1726356867.3619747,-182.31,-294.37,676.76
1726357388.3047338,-28.14,754.52,-363.04
1726357494.3989382,73.85,-77.7,-129.03
1726357214.41828,129.58,-4.58,105.9
1726357053.8152463,23.38,232.12,-350.1
1726357333.1713936,-387.94,187.07,218.99
1726357305.6771977,-180.24,-271.3,155.94
1726357091.3607533,168.52,129.21,-438.72
1726357208.9705725,95.64,-483.09,-781.74
1726357064.8942063,176.64,-219.85,590.03
1726357234.1123986,86.06,16.48,-182.31
1726357186.1927042,-3.42,92.22,-334.72
1726357027.2513056,-996.64,-200.07,1103.52
1726357479.388244,126.95,77.09,163.21
1726356860.381593,-0.43,-0.31,0.12
1726357117.7687197,78.49,287.6,-391.17
1726357430.8862448,6.47,-119.02,199.1
1726357329.2063684,-21.12,207.34,94.12
1726357211.0945668,87.46,-125.06,-321.17
1726357078.8328743,-292.05,235.6,-235.66
1726357301.354834,-103.39,69.4,-144.1
1726357514.3307197,134.28,-46.57,51.15
1726357378.89647,304.08,24.29,-133.91
1726357261.5029197,-84.59,-566.28,-642.94
1726357101.4001122,-254.94,474.37,-77.58
1726357438.5280538,1.28,0.73,-1.83
1726357452.623192,62.19,490.54,0.24
1726357379.3675485,95.03,122.74,538.76
1726357378.1698542,-7.2,166.38,151.73
1726357249.981051,35.52,-18.13,-1.59
1726357167.3355303,190.86,-33.45,260.31
1726357438.7677028,1.71,-5.49,4.27
1726357005.3696012,0.67,0.18,0.37
1726357486.6349568,24.96,51.33,409.73
1726357126.7977011,-396.97,410.46,265.32
1726357287.116385,-1.4,45.78,-180.36
1726357461.7306583,-46.26,34.12,-238.89
1726357364.388777,-229.61,419.92,432.68
1726357050.141643,537.29,-508.06,-580.81
1726357238.330226,73.91,-392.94,-184.57
1726357365.6521006,74.58,-154.42,159.0
1726357132.6349728,-80.14,69.7,-189.82
1726357443.804404,1.34,-8.73,5.37
1726357085.9555745,-242.25,-275.82,569.09
1726357098.5042782,34.42,-2.62,-105.83
1726357245.31488,-33.08,111.94,108.52
1726357333.917619,55.66,148.44,-2.56
1726357480.122626,111.51,-6.1,-323.36
1726357125.3320217,-258.73,-253.3,569.76
1726357091.6027286,-49.8,-40.53,100.59
1726357275.536917,-65.86,-130.25,500.24
1726357088.6375778,234.74,19.65,-566.04
1726357042.0508888,18.13,172.18,-230.16
1726357063.741675,162.54,-201.72,-149.48
1726357323.6828742,22.46,52.98,5.68
1726357229.9276202,94.97,-204.41,248.54
1726357251.4976325,-147.09,-83.92,-15.56
1726357382.280543,15.2,-1038.57,172.85
1726356848.2763114,-1.1,-0.31,-0.79
1726356855.7990005,-2.08,-0.61,0.37
1726357325.626106,-66.16,-44.31,-337.34
1726357179.3700037,109.07,256.71,-191.96
1726357053.5476816,245.91,279.48,310.67
1726357456.4339032,537.78,-236.94,383.73
1726357406.822557,-87.59,347.9,454.47
1726357093.3572516,343.81,-512.15,-187.99
1726357396.888015,-85.82,-108.09,-25.27
1726357381.0741076,11.23,121.77,164.92
1726356872.4300623,-496.28,247.74,-860.41
1726357354.7095923,75.07,-333.37,47.91
1726357378.64936,161.25,-315.37,-46.75
1726357492.6817522,157.04,79.22,244.63
1726357219.6634507,-95.28,129.76,482.3
1726357177.4003787,-96.31,164.06,501.65
1726357140.6875434,-308.11,-126.46,-470.52
1726357274.8895922,49.56,2.93,54.75
1726357157.5526645,-11.96,50.96,260.13
1726357316.8828156,-174.13,-28.32,-201.6
1726357306.16865,34.85,111.88,86.43
1726357424.506864,12.7,-21.73,23.56
1726356882.7183778,465.88,-197.27,478.52
1726357412.3235877,109.92,134.09,101.07
1726357024.4014251,473.27,26.61,123.54
1726356827.811835,-0.18,-0.37,0.12
1726357303.4343183,35.58,0.98,211.61
1726357213.6851292,-167.97,692.81,278.87
1726357107.6834166,-154.54,-248.11,-448.43
1726357373.930852,-26.67,319.46,-103.76
1726357371.2081852,83.86,-812.62,-326.6
1726357293.924559,150.57,-27.95,-256.16
1726357153.22561,106.81,36.93,760.8
1726357480.6711533,-50.78,282.04,684.88
1726357064.6043067,-678.53,-271.55,627.26
1726357382.0376494,-70.8,-394.04,365.6
1726357437.2903955,1.71,8.67,-2.56
1726356886.226632,-265.38,-13.24,1016.72
1726357392.463274,245.36,-936.89,-222.05
1726357474.1235497,112.18,98.14,-29.48
1726357206.2152514,160.89,-274.48,234.37
1726357331.9233327,222.47,-140.56,-249.94
1726357287.3752756,74.83,51.51,-15.93
1726357244.0637658,232.85,-342.71,-375.79
1726357139.446957,29.66,-52.06,585.27
1726357513.3661697,-1.83,-4.58,0.49
1726357437.5392995,1.16,-2.44,-0.55
1726357104.1244967,92.22,-378.66,-356.02
1726357254.9615548,-175.9,-227.11,140.99
1726357311.898744,19.41,-27.04,-187.87
1726357243.511307,-254.94,128.54,226.14
1726357051.6094866,515.87,286.13,470.21
1726357006.1605663,-1.1,0.37,-5.07
1726357257.9847891,-181.76,-708.74,-220.03
1726357028.2637398,-367.0,-674.99,-465.21
1726357383.048057,45.47,463.68,29.91
1726356854.254501,1.4,-0.31,1.4
1726357173.7158573,-4.03,77.64,231.14
1726357100.3335493,68.48,-560.36,-257.81
1726356874.2693546,-216.0,299.32,-616.33
1726357451.5838668,120.85,-140.93,141.3
1726357244.536604,-54.14,-91.13,-65.31
1726357502.012766,-1.1,-4.58,-0.43
1726357107.2010603,414.0,-446.47,-150.7
1726357394.210145,161.01,-329.65,465.94
1726357083.9418972,362.06,147.89,355.9
1726356858.2505677,4.52,-0.06,0.67
1726357147.196724,170.96,-542.66,-99.79
1726356842.5758877,-1.4,-0.43,-0.06
1726357249.4393334,13.55,40.77,-3.72
1726357177.6467073,-44.31,380.0,133.12
1726356997.9274294,-2.81,-0.79,1.22
1726357184.685361,-16.24,341.19,-190.31
1726357329.446072,78.8,155.09,-238.4
1726356836.50288,-0.24,-0.37,0.12
1726357316.62213,-15.26,-96.37,-84.84
1726357483.1942427,-446.23,459.05,186.83
1726357435.5561144,12.27,-12.82,3.3
1726357348.6109316,-187.81,542.11,-25.33
1726357266.5772731,123.54,-50.17,366.64
1726357484.4363737,72.75,384.09,-684.45
1726357500.5242045,-0.06,-0.85,-1.04
1726357199.416577,157.35,213.93,-604.86
1726357509.985719,-0.92,0.67,-0.31
1726357194.8798916,453.74,-93.99,-392.46
1726357269.611018,80.08,-320.86,550.9
1726357092.0865192,-77.58,-287.54,416.14
1726357349.8324113,-246.03,551.94,135.31
1726357151.2259874,48.77,216.13,-1048.83
1726357425.722442,35.71,-545.35,351.01
1726357032.5387511,-747.13,-1022.95,-312.01
1726357337.34789,173.58,13.18,-236.57
1726357476.2599697,-0.61,18.25,-33.33
1726357298.8622744,16.6,80.44,69.03
1726356830.3534582,-0.18,-0.37,0.12
1726357374.6577566,127.32,-165.16,411.44
1726357330.7035725,-354.61,-107.18,544.86
1726357299.1201258,-124.45,-165.65,483.52
1726357393.4574652,2.01,531.49,-272.16
1726356880.8535964,-69.95,698.85,187.68
1726357364.0559633,-119.87,734.92,94.91
1726357455.699231,-41.38,458.5,-394.53
1726357066.5039916,131.96,-260.01,-401.98
1726357069.638011,-446.23,-208.44,714.66
1726357287.6540508,-37.05,-43.09,213.26
1726357116.2896693,322.27,-393.19,-264.22
1726357420.1914968,-96.74,156.98,-33.45
1726357369.0922582,127.14,-598.02,50.72
1726357332.1817927,237.43,-162.72,-353.52
1726357452.8828,210.57,-599.91,-200.68
1726357279.1884096,-1.71,32.78,-406.92
1726357300.1351442,-70.07,73.97,55.6
1726357224.7559772,84.41,-70.19,-71.47
1726357496.3761635,-129.88,-8.91,269.35
1726357377.9092655,-313.23,524.48,-131.29
1726357161.4804606,-132.63,-213.56,-13.37
1726357436.0492609,-12.08,28.26,-5.31
1726357261.001448,369.51,-378.3,251.04
1726357248.4984334,-138.43,-4.21,-23.13
1726356851.8592844,-3.23,-0.49,-0.79
1726356857.9484367,1.4,-0.24,0.24
1726357194.1458452,16.17,-6.23,450.68
1726356834.7137475,-0.18,-0.37,0.12
1726357115.2768364,-159.67,-368.9,373.35
1726357065.9929185,113.83,101.93,-521.24
1726357286.1442442,-20.75,-1.04,-134.89
1726357260.0181017,-75.87,464.48,201.23
1726357485.9169557,-213.01,777.65,11.05
1726357377.421751,21.85,236.69,28.38
1726357246.8151803,-44.43,38.76,36.19
1726357399.8239083,-132.69,-460.02,18.92
1726356855.4634073,0.67,-0.31,0.43
1726357396.3961413,95.83,-404.48,232.91
1726357007.46914,5.25,2.2,-3.11
1726357099.5317917,-82.21,134.89,625.79
1726357356.171415,40.65,35.83,-55.54
1726357202.0908444,636.6,-227.36,-41.93
1726357000.058401,-4.15,-2.01,2.87
1726357167.0850177,107.97,88.38,-354.92
1726357313.175814,39.12,48.1,79.1
1726357474.8892882,118.41,-111.82,42.36
1726357248.2592795,12.02,170.47,-0.85
1726357316.1352928,-105.77,-36.01,352.17
1726357490.5453513,-44.01,-52.31,-407.23
1726356868.9311116,-243.77,-135.56,919.8
1726357067.827596,231.63,268.62,296.87
1726357031.556279,-631.23,-852.05,592.96
1726357270.3424373,228.76,-472.72,-28.87
1726357400.3075442,230.29,845.89,-175.29
1726357105.5597932,-79.65,-375.98,245.97
1726357494.8858244,82.95,100.71,169.56
1726357435.314577,28.08,-52.49,31.74
1726357398.5878282,-106.02,107.97,-39.18
1726357405.5908391,290.41,220.4,-794.07
1726357456.686572,-21.61,-465.15,278.14
1726357129.9487717,360.78,132.87,-667.79
1726357369.3514752,53.96,-379.27,15.63
1726357139.942793,303.65,86.61,-430.11
1726357465.3881106,12.82,-33.02,47.91
1726356997.127529,-11.11,-6.96,2.93
1726357373.1750832,-79.16,-200.01,409.85
1726357122.8707972,-71.47,212.4,-9.7
1726357388.802443,206.05,44.98,180.97
1726357058.1062987,452.7,-108.95,-706.05
1726357155.8726568,93.99,54.99,-184.69
1726357219.9037206,177.92,170.47,-89.11
1726357338.6680107,36.99,93.69,-82.28
1726356873.2016804,-2.93,107.36,-739.2
1726357185.442893,14.95,-251.71,218.75
1726357222.7236052,-97.05,397.64,330.87
1726357420.940333,7.02,-30.64,61.77
1726357270.5852969,29.36,-189.76,-78.25
1726357335.2819858,-124.57,87.16,279.36
1726356876.908602,-433.65,127.62,-868.53
1726357292.1921687,-60.79,-14.77,-213.62
1726357027.0074532,-720.83,-69.15,-458.68
1726357338.1012616,384.46,580.38,341.67
1726357083.3859355,-687.62,72.63,452.39
1726357198.9039648,-48.4,190.61,349.37
1726357208.476001,275.94,11.66,-227.36
1726357370.663315,67.26,-497.38,310.97
1726357091.845088,-277.59,-295.41,671.26
1726357392.211941,-299.93,-489.81,157.04
1726357051.1082537,-608.52,524.84,498.9
1726357422.64844,-111.51,191.47,-129.46
1726357240.3272693,73.3,63.6,-28.08
1726357471.9343874,-732.67,-347.6,150.51
1726357115.8236015,-49.62,332.15,-467.1
1726357456.9333804,-99.61,162.78,-303.71
1726357005.894177,-1.28,-1.28,1.46
1726357176.8887942,186.16,-100.4,-173.58
1726357228.6693947,54.57,-145.63,118.29
1726357235.0872366,-235.96,358.76,228.09
1726357440.7825353,1.95,-6.9,2.75
1726357174.953178,-74.22,-171.26,217.77
1726357200.8156054,427.73,-138.92,-445.31
1726357153.9621036,143.49,305.3,-261.78
1726357186.69865,49.8,-260.31,236.88
1726357351.0793507,-53.1,-3.78,-104.06
1726356869.467382,232.85,191.65,393.01
1726357109.9409275,151.67,-399.96,-609.19
1726357094.092491,-372.8,563.17,16.66
1726357004.5833762,-2.99,-2.44,3.36
1726357433.608597,0.85,-292.6,-96.25
1726357495.3810196,439.88,150.7,516.91
1726357374.1829157,-13.0,478.76,-69.21
1726357113.0222702,-404.85,-286.32,883.61
1726357227.2003503,-61.4,31.68,173.28
1726357134.8441477,-187.5,309.27,550.96
1726357345.1080575,-41.56,90.58,-74.71
1726357443.286229,-0.43,2.14,-3.66
1726357164.1421273,24.6,270.75,-289.43
1726357166.5995195,-8.06,114.2,-69.64
1726357210.0613365,-74.46,-248.84,-806.15
1726357077.5772493,328.49,438.66,50.6
1726357302.185041,6.9,-46.51,104.49
1726357248.9551225,-54.44,-139.65,16.36
1726357101.6363485,-287.35,-407.71,-5.25
1726357453.859063,-121.83,-165.28,-276.18
1726357028.5044866,-1963.62,97.9,-514.71
1726357109.6803892,334.23,-276.31,-706.42
1726357165.107708,23.25,18.86,142.09
1726357278.9590113,20.32,424.44,-290.59
1726357182.18111,103.27,182.01,-429.57
1726357500.0542462,-4.76,5.68,-6.23
1726357056.1245704,482.67,-182.8,-537.54
1726357487.3545697,119.02,-422.36,227.84
1726357015.666858,94.67,75.62,-11.9
1726357023.598134,81.3,-706.3,505.49
1726357206.7064953,-24.72,384.58,473.75
1726357171.7387931,-91.61,-172.12,-197.27
1726357081.8872051,317.69,274.23,229.49
1726357293.4420853,-117.92,104.55,272.95
1726357417.945662,65.86,70.8,-159.91
1726357326.6274445,23.25,-69.7,211.85
1726357343.874682,-59.08,-163.02,-232.42
1726357324.175638,352.72,-424.13,-424.01
1726357408.550355,119.45,198.0,-495.36
1726357075.7775805,278.69,-125.98,-670.29
1726357306.6751134,125.37,212.71,-96.25
1726357052.5928018,-59.88,-439.27,-322.51
1726357154.6776278,-5.55,-203.25,-279.3
1726357277.975913,108.7,95.76,53.77
1726357141.9167645,148.32,297.36,33.26
1726357508.3030648,-0.79,-1.77,-0.61
1726357276.5413055,-108.83,-19.47,-160.83
1726357407.3212607,127.2,-182.25,-63.96
1726357503.4520023,1.22,-2.87,1.28
1726357103.5027564,51.03,-116.15,6.29
1726357169.5383255,-173.03,377.01,-24.54
1726357470.6392145,-38.02,-8.0,-68.18
1726357077.3120563,211.43,134.16,478.33
1726357170.734069,-166.99,238.71,-0.98
1726357127.7540247,296.51,399.66,-405.7
1726357099.2504635,72.02,-53.83,708.25
1726357172.231398,-83.74,213.32,22.77
1726357409.3895066,134.09,-4.52,-20.02
1726357284.623115,-1.28,-38.02,44.86
1726357280.9257,-22.28,321.35,543.52
1726357217.3967547,-181.76,737.37,346.68
1726357458.8551352,-3.17,-233.15,368.23
1726357355.427369,27.1,91.49,-72.94
1726357253.9635007,61.28,-253.11,871.95
1726357269.082374,95.46,23.25,-115.97
1726357089.1158714,276.43,-324.28,-144.1
1726357427.2118747,-91.19,14.28,17.15
1726357381.8021815,-202.39,310.18,333.37
1726357101.9397497,-52.0,-361.82,262.94
1726357073.554644,61.77,-328.37,-163.33
1726356883.9550426,-36.99,140.69,524.29
1726357364.6555824,-74.58,-266.11,185.12
1726357391.4901197,-120.67,626.83,298.83
1726357256.7085776,593.32,708.25,407.59
1726357032.0560105,-1172.55,424.74,920.23
1726357136.108581,484.68,-129.15,-500.06
1726357160.49555,131.47,-138.55,-282.78
1726357491.4932687,-104.31,54.57,130.68
1726357374.4251285,32.53,352.97,-48.83
1726357418.9476488,-255.55,708.68,-173.1
1726357072.6195216,298.22,521.85,-176.45
1726357394.4447296,138.12,-748.6,447.27
1726357331.1741986,91.67,-16.48,356.87
1726357201.0605102,298.71,-320.98,417.18
1726357131.1620238,-586.85,-370.73,686.95
1726357203.6590357,308.11,-367.68,370.3
1726357105.3151414,124.39,22.4,-121.22
1726357187.1747808,-44.19,278.63,-184.39
1726357175.208599,-247.44,-198.79,75.26
1726357344.380074,-217.29,197.51,533.57
1726357026.496452,238.28,-549.5,140.5
1726357392.7073064,247.86,-638.55,186.4
1726357183.186169,-46.26,356.45,-67.38
1726357203.9252782,49.26,-285.1,389.34
1726357446.6629336,0.92,-1.95,0.43
1726357335.825842,-338.44,69.34,388.61
1726357152.2126696,493.96,642.03,-382.51
1726357149.491204,-143.62,-112.92,275.57
1726357218.634268,289.37,-437.38,-444.52
1726357403.29427,-11.17,-60.55,-114.62
1726357345.62001,241.64,-232.97,180.79
1726357050.388578,398.01,-558.35,-237.49
1726357059.3919418,-476.87,-326.05,775.21
1726357299.619863,224.06,70.31,-523.93
1726357263.057203,23.74,22.34,730.59
1726357233.8473997,-106.26,331.36,243.53
1726357443.033764,-0.37,-3.17,8.0
1726357058.352568,318.42,-483.83,-444.82
1726357275.7699697,18.62,200.07,351.68
1726357086.188641,198.55,118.71,189.76
1726357128.2585766,345.76,-522.09,-370.48
1726357490.796707,-191.22,26.31,-93.69
1726357323.439501,-362.37,-58.47,359.8
1726357068.0792818,435.85,376.71,-298.83
1726357253.703266,280.21,-85.08,205.26
1726357010.0617738,-96.19,-80.14,74.28
1726357179.8542387,217.59,-248.78,82.95
1726357233.6205175,-234.74,434.27,372.25
1726357512.639698,-5.07,-3.78,3.78
1726357016.4832568,-102.6,-70.92,24.72
1726357281.9118514,-386.05,51.51,4.46
1726357495.1390438,173.22,-274.72,-548.1
1726357261.2442188,-111.88,-775.45,293.88
1726357361.745062,-129.39,759.58,44.86
1726357164.3863106,120.06,48.1,-265.08
1726357489.3145964,30.82,-64.7,-300.48
1726356848.5511668,0.67,-0.67,0.92
1726357273.9075556,53.22,73.55,-20.08
1726357036.8621392,-812.13,-923.22,568.24
1726357147.4515522,-73.3,-366.15,-276.31
1726357409.6348555,48.83,-268.55,514.34
1726357404.8600943,135.38,-190.25,-147.09
1726357041.3058696,-557.01,-556.21,689.7
1726357308.911972,43.03,-14.04,-108.4
1726357397.3731787,-38.57,159.55,-162.05
1726357417.1158645,-50.9,-447.51,68.54
1726357325.1467123,614.38,16.17,-783.45
1726357327.1629348,-90.76,226.93,-262.76
1726357079.3416257,-267.09,-578.55,446.9
1726357005.110574,-0.67,-0.92,1.22
1726357398.8424594,-86.49,694.76,-83.5
1726357350.3378391,117.31,-13.43,77.39
1726357422.9063954,26.86,-47.49,-11.05
1726357488.092064,167.36,-169.07,-863.65
1726357320.5609083,-356.45,-830.93,95.89
1726357036.1211262,-739.32,-947.69,-38.64
1726356874.8319988,-51.51,-68.54,-1020.69
1726357389.5290124,288.64,103.39,751.89
1726357317.5901227,216.8,13.61,113.95
1726357098.7350943,-131.59,-298.46,329.41
1726357303.6849506,-119.45,-97.29,186.1
1726357359.050727,-3.42,379.7,38.33
1726357300.3681624,-24.23,31.49,-294.98
1726357089.3556974,327.09,156.25,649.23
1726357076.792274,-299.99,-114.44,712.28
1726357127.5064757,287.78,157.41,339.11
1726357413.8217173,23.68,249.45,-275.33
1726357132.8856647,-403.93,483.89,577.39
1726357427.9333534,42.05,-487.55,333.5
